"latlon_1","latlon_2","minutes","metres"
"52.175104,0.112942","52.188744,0.138899",39.6,3261
"52.175104,0.112942","52.20279,0.123446",42.5,3512
"52.175104,0.112942","52.187377,0.147348",43.4,3606
"52.175104,0.112942","52.229653,0.127701",85.6,6967
"52.175104,0.112942","52.205707,0.134211",48.9,4017
"52.175104,0.112942","52.197912,0.123667",33.9,2809
"52.175104,0.112942","52.175104,0.112942",0,0
"52.175104,0.112942","52.204654,0.13277",48.8,4025
"52.175104,0.112942","52.213738,0.124159",59.3,4887
"52.175104,0.112942","52.199286,0.139698",45.1,3716
"52.175104,0.112942","52.210305,0.144955",64.2,5277
"52.209395,0.118653","52.207357,0.129475",11.7,939
"52.209395,0.118653","52.209395,0.118653",0,0
"52.209395,0.118653","52.188419,0.152841",48.1,3956
"52.209395,0.118653","52.201476,0.116505",12.2,1010
"52.209395,0.118653","52.222428,0.135906",26,2082
"52.209395,0.118653","52.209025,0.118255",0.6,48
"52.209395,0.118653","52.214511,0.124679",10.1,812
"52.209395,0.118653","52.210943,0.112564",6.7,544
"52.209395,0.118653","52.188744,0.138899",34.6,2820
"52.209395,0.118653","52.20279,0.123446",11.9,959
"52.209395,0.118653","52.187377,0.147348",41.5,3416
"52.209395,0.118653","52.229653,0.127701",35.1,2834
"52.209395,0.118653","52.205707,0.134211",16.3,1327
"52.209395,0.118653","52.197912,0.123667",18.7,1520
"52.209395,0.118653","52.175104,0.112942",51.1,4164
"52.209395,0.118653","52.204654,0.13277",17.4,1421
"52.209395,0.118653","52.213738,0.124159",8.8,723
"52.209395,0.118653","52.199286,0.139698",26.5,2165
"52.209395,0.118653","52.210305,0.144955",27.5,2269
"52.207357,0.129475","52.209395,0.118653",11.7,939
"52.207357,0.129475","52.188419,0.152841",41.9,3465
"52.207357,0.129475","52.201476,0.116505",15.4,1272
"52.207357,0.129475","52.222428,0.135906",26.8,2137
"52.207357,0.129475","52.209025,0.118255",12.1,973
"52.207357,0.129475","52.214511,0.124679",11.4,914
"52.207357,0.129475","52.210943,0.112564",17.6,1418
"52.207357,0.129475","52.188744,0.138899",30.6,2492
"52.207357,0.129475","52.20279,0.123446",11.2,906
"52.207357,0.129475","52.187377,0.147348",37.5,3087
"52.207357,0.129475","52.229653,0.127701",38.8,3116
"52.207357,0.129475","52.205707,0.134211",5.9,472
"52.207357,0.129475","52.197912,0.123667",16.1,1315
"52.207357,0.129475","52.175104,0.112942",50.8,4156
"52.207357,0.129475","52.204654,0.13277",6.9,567
"52.207357,0.129475","52.213738,0.124159",11.8,950
"52.207357,0.129475","52.199286,0.139698",18,1462
"52.207357,0.129475","52.210305,0.144955",19.2,1585
"52.188419,0.152841","52.201476,0.116505",44.8,3640
"52.188419,0.152841","52.222428,0.135906",60.1,4872
"52.188419,0.152841","52.209025,0.118255",47.8,3902
"52.188419,0.152841","52.214511,0.124679",53.1,4344
"52.188419,0.152841","52.210943,0.112564",53.3,4347
"52.188419,0.152841","52.188744,0.138899",14.3,1136
"52.188419,0.152841","52.20279,0.123446",41,3315
"52.188419,0.152841","52.187377,0.147348",6.7,540
"52.188419,0.152841","52.229653,0.127701",72.2,5851
"52.188419,0.152841","52.205707,0.134211",38.1,3107
"52.188419,0.152841","52.197912,0.123667",35.8,2901
"52.188419,0.152841","52.175104,0.112942",50,4026
"52.188419,0.152841","52.204654,0.13277",38,3116
"52.188419,0.152841","52.213738,0.124159",53.5,4380
"52.188419,0.152841","52.199286,0.139698",25.3,2051
"52.188419,0.152841","52.210305,0.144955",40.6,3281
"52.201476,0.116505","52.222428,0.135906",38.1,3092
"52.201476,0.116505","52.209025,0.118255",11.6,962
"52.201476,0.116505","52.214511,0.124679",22.2,1822
"52.201476,0.116505","52.210943,0.112564",17.1,1407
"52.201476,0.116505","52.188744,0.138899",31.2,2515
"52.201476,0.116505","52.20279,0.123446",6.7,532
"52.201476,0.116505","52.187377,0.147348",38.1,3111
"52.201476,0.116505","52.229653,0.127701",47.2,3813
"52.201476,0.116505","52.205707,0.134211",18.6,1527
"52.201476,0.116505","52.197912,0.123667",9.3,739
"52.201476,0.116505","52.175104,0.112942",42.1,3441
"52.201476,0.116505","52.204654,0.13277",19.7,1622
"52.201476,0.116505","52.213738,0.124159",20.9,1733
"52.201476,0.116505","52.199286,0.139698",23.3,1895
"52.201476,0.116505","52.210305,0.144955",33.6,2757
"52.222428,0.135906","52.209025,0.118255",26.6,2130
"52.222428,0.135906","52.214511,0.124679",15.7,1271
"52.222428,0.135906","52.210943,0.112564",28.4,2272
"52.222428,0.135906","52.188744,0.138899",53.8,4341
"52.222428,0.135906","52.20279,0.123446",35.4,2824
"52.222428,0.135906","52.187377,0.147348",59.6,4845
"52.222428,0.135906","52.229653,0.127701",18.2,1485
"52.222428,0.135906","52.205707,0.134211",29.4,2333
"52.222428,0.135906","52.197912,0.123667",42.2,3362
"52.222428,0.135906","52.175104,0.112942",76.8,6203
"52.222428,0.135906","52.204654,0.13277",31.1,2486
"52.222428,0.135906","52.213738,0.124159",16.9,1359
"52.222428,0.135906","52.199286,0.139698",37.8,3018
"52.222428,0.135906","52.210305,0.144955",23.3,1909
"52.214511,0.124679","52.210943,0.112564",12.8,1001
"52.214511,0.124679","52.188744,0.138899",42,3370
"52.214511,0.124679","52.20279,0.123446",20.3,1601
"52.214511,0.124679","52.187377,0.147348",48.8,3966
"52.214511,0.124679","52.229653,0.127701",27.9,2250
"52.214511,0.124679","52.205707,0.134211",17.2,1350
"52.214511,0.124679","52.197912,0.123667",27.5,2194
"52.214511,0.124679","52.175104,0.112942",61.5,4976
"52.214511,0.124679","52.204654,0.13277",18.3,1445
"52.214511,0.124679","52.213738,0.124159",1.2,89
"52.214511,0.124679","52.199286,0.139698",29.3,2340
"52.214511,0.124679","52.210305,0.144955",23.9,1919
"52.210943,0.112564","52.188744,0.138899",39.4,3217
"52.210943,0.112564","52.20279,0.123446",16.7,1356
"52.210943,0.112564","52.187377,0.147348",46.3,3813
"52.210943,0.112564","52.229653,0.127701",32,2572
"52.210943,0.112564","52.205707,0.134211",22.1,1806
"52.210943,0.112564","52.197912,0.123667",23.4,1917
"52.210943,0.112564","52.175104,0.112942",55.9,4561
"52.210943,0.112564","52.204654,0.13277",23.1,1900
"52.210943,0.112564","52.213738,0.124159",11.1,913
"52.210943,0.112564","52.199286,0.139698",31.3,2561
"52.210943,0.112564","52.210305,0.144955",33.6,2780
"52.188744,0.138899","52.20279,0.123446",26.6,2180
"52.188744,0.138899","52.187377,0.147348",6.9,596
"52.188744,0.138899","52.229653,0.127701",65.1,5319
"52.188744,0.138899","52.205707,0.134211",28.9,2357
"52.188744,0.138899","52.197912,0.123667",21.4,1765
"52.188744,0.138899","52.175104,0.112942",39.8,3261
"52.188744,0.138899","52.204654,0.13277",28.9,2365
"52.188744,0.138899","52.213738,0.124159",41.5,3411
"52.188744,0.138899","52.199286,0.139698",16.5,1371
"52.188744,0.138899","52.210305,0.144955",39,3213
"52.187377,0.147348","52.229653,0.127701",71.7,5824
"52.187377,0.147348","52.205707,0.134211",36,2932
"52.187377,0.147348","52.197912,0.123667",29.1,2361
"52.187377,0.147348","52.175104,0.112942",44.2,3606
"52.187377,0.147348","52.204654,0.13277",35.9,2940
"52.187377,0.147348","52.213738,0.124159",49.2,4006
"52.187377,0.147348","52.199286,0.139698",23.1,1875
"52.187377,0.147348","52.210305,0.144955",42.3,3443
"52.229653,0.127701","52.205707,0.134211",41.2,3312
"52.229653,0.127701","52.197912,0.123667",54,4341
"52.229653,0.127701","52.175104,0.112942",85.6,6958
"52.229653,0.127701","52.204654,0.13277",42.9,3465
"52.229653,0.127701","52.213738,0.124159",28.6,2338
"52.229653,0.127701","52.199286,0.139698",49.5,3997
"52.229653,0.127701","52.210305,0.144955",35.1,2888
"52.205707,0.134211","52.197912,0.123667",14.4,1175
"52.205707,0.134211","52.175104,0.112942",49,4017
"52.205707,0.134211","52.204654,0.13277",2.1,185
"52.205707,0.134211","52.213738,0.124159",16.8,1386
"52.205707,0.134211","52.199286,0.139698",13.5,1104
"52.205707,0.134211","52.210305,0.144955",16.9,1376
"52.197912,0.123667","52.175104,0.112942",34.2,2809
"52.197912,0.123667","52.204654,0.13277",14.6,1184
"52.197912,0.123667","52.213738,0.124159",27.2,2243
"52.197912,0.123667","52.199286,0.139698",17.5,1419
"52.197912,0.123667","52.210305,0.144955",29.9,2436
"52.204654,0.13277","52.213738,0.124159",18,1481
"52.204654,0.13277","52.199286,0.139698",13.6,1112
"52.204654,0.13277","52.210305,0.144955",18.9,1535
"52.199286,0.139698","52.210305,0.144955",23.2,1912
